,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
504,114, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.43,Rohekbenitez#8753,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
505,115, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",2.33,usamaahmed#9991,2022-05-26T22:00:00.000Z,['discussion']
506,116, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1.67,Tamarandom#9361,2022-05-26T22:00:00.000Z,['discussion']
507,117, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",4.0,mafer_cordovas#1034,2022-05-26T22:00:00.000Z,['discussion']
508,118, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,freshelle#9882,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
509,119, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Will | Regen Foundation#6405,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
510,120, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.43,usamaahmed#9991,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
511,121, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",2.33,alpine.lines#3050,2022-05-26T22:00:00.000Z,['discussion']
512,122, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,kluless.eth#0013,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
513,123, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,bends#3537,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
514,124,rais great question book make book club amaz space discuss ,for raising great questions about the book and making the book club an amazing space for discussion!! ,4.33,chuygarcia.eth#6692,2022-05-25T22:00:00.000Z,"['discussion', 'work']"
515,125, attend week  book club review chapter  david bollier book think like common 🤓 📚 ,  for attending week 2 of the book club reviewing chapter 1 of David Bolliers book thinking like a commoner! 🤓 📚 ,3.89,Annn3#3538,2022-05-18T22:00:00.000Z,['attendance']
516,126, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Mert Ozd#6679,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
517,127, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,kluless.eth#0013,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
518,128, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,usamaahmed#9991,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
519,129, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.43,usamaahmed#9991,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
520,130, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,KZ Flyer#0926,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
521,131, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,The Blockchain Socialist ⬛🟥⬛#5005,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
522,132, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Pat ✨#3662,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
523,133, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,ALOYSIOUS#3049,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
524,134, attend week  book club review chapter  david bollier book think like common 🤓 📚 ,  for attending week 2 of the book club reviewing chapter 1 of David Bolliers book thinking like a commoner! 🤓 📚 ,3.67,PôpLine#9450,2022-05-18T22:00:00.000Z,['attendance']
525,135, attend week  book club review chapter  david bollier book think like common 🤓 📚 ,  for attending week 2 of the book club reviewing chapter 1 of David Bolliers book thinking like a commoner! 🤓 📚 ,4.0,Juankbell#7458,2022-05-18T22:00:00.000Z,['attendance']
526,136, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,Rohekbenitez#8753,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
527,137, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,The Blockchain Socialist ⬛🟥⬛#5005,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
528,138, griff 💜 💜 max semenchuk trust seed gener assembl today raf find handl discord ,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",3.67,Letty#5399,2022-05-16T22:00:00.000Z,
529,139,join discord welcom ,for joining our Discord. Welcome!!! ,1.67,MetaMaximus#9821,2022-05-14T22:00:00.000Z,['attendance']
530,140, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,kluless.eth#0013,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
531,141, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,"kn00t (🦎, 🦎)#8297",2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
532,142, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,antonio_paglino#7187,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
533,143, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,freshelle#9882,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
534,144, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,usamaahmed#9991,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
535,145, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,freshelle#9882,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
536,146, pat ✨ blockchain socialist ⬛🟥⬛ yineisi mota mert ozd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Pat ✨ @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @Mert Ozd for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,wslyvh#1059,2022-05-19T22:00:00.000Z,"['work', 'share', 'twitter']"
537,147, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Kojak#5611,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
538,148, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.43,usamaahmed#9991,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
539,149, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Cryptainist#8427,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
540,150, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,thiago.rossi#1714,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
541,151, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,freshelle#9882,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
542,152, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,freshelle#9882,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
543,153, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.67,alexsotodigital#7208,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
544,154, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Lin#3884,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
545,155,join today ts loung call 🌱 ✨ ,for joining today's TS Lounge call 🌱 ✨ ,1.0,sohto#7500,2022-05-09T22:00:00.000Z,['attendance']
546,156, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,Annn3#3538,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
547,157, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mafer_cordovas#1034,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
548,158, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,AmwFund#0979,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
549,159, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Block Enthusiast#4019,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
550,160,consist reliabl mani piec work take ,for being consistent and reliable with all the many pieces of work he takes on! ,3.0,usamaahmed#9991,2022-05-08T22:00:00.000Z,['work']
551,161, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,graial#0787,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
552,162, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,Yineisy Mota#1449,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
553,163, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,BOILΞR(Chris)#8898,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
554,164, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,Jeremy&TheGospelOfChange#8201,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
555,165, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",0.77,mercedesrodsim#1317,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
556,166, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Yineisy Mota#1449,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
557,167, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,logonaut.eth#9437,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
558,168, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,anna-marie#8824,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
559,169, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,ZER8🧠#9093,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
560,170,meaning convers ,and for this meaningful conversation! ,1.0,liviade#1387,2022-06-02T22:00:00.000Z,
561,171, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mercedesrodsim#1317,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
562,172, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Yineisy Mota#1449,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
563,173, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,mafer_cordovas#1034,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
564,174, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,mercedesrodsim#1317,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
565,175, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Annn3#3538,2022-05-06T22:00:00.000Z,"['work', 'share', 'twitter']"
566,176, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,AnnAnna#4694,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
567,177, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,GideonRo#3175,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
568,178, blockchain socialist ⬛🟥⬛ block enthusiast regen foundat yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@The Blockchain Socialist ⬛🟥⬛ @Block Enthusiast @Will | Regen Foundation @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,ygg_anderson#4998,2022-06-05T22:00:00.000Z,"['work', 'share', 'twitter']"
569,179, kz flyer blockchain socialist ⬛🟥⬛ yineisi mota knt 🦎 🦎 mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,"@KZ Flyer @The Blockchain Socialist ⬛🟥⬛ @Yineisy Mota @kn00t (🦎, 🦎) for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ",1.0,AmwFund#0979,2022-05-13T22:00:00.000Z,"['work', 'share', 'twitter']"
570,180, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,   @Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,BOILΞR(Chris)#8898,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
